fairness ID,20 types fairness,fairness,fairness code,fairness OR,trust ID,20 types trust,trust,trust code,trust OR,emotion ID,20 types emotion,emotion,emotion code,emotion OR
R_2ymu85kXdoyR39v,"1,4",3,8,If programmed well it will be...ok....but still think a computer can detect tone wrong and cause problems.,R_1N3ov1VVclUBWdy,"1,3",6,7,Computer programs seem to make better choices,R_AdPzWvVjKJjx8Yx,"3,4",3.833333333,9,Being monitored by a machine seems unfair
R_6AkNIRBB1Fct2Ap,"1,4",2,8,I feel that only another person can evaluate a situation like this not a computer,R_1gUx9sa8aovD14Y,"2,2",6,5,It goes based off of consumer needs so it is helpful in designating correct times.,R_1NwbMH93TWGDGCA,"1,4",3.833333333,9,might not want ot be evaluated by a machine
R_2U5wRMKuLnapDWF,"4,4",3,8,A computer cannot be the sole decider on an employees performance.,R_2EuiajI0jg8w2G5,"1,3",6,7,because it is meant to do a good job,R_R8OiANQwgNpESWZ,"2,4",1.833333333,9,He would feel like computers are judging him at human interactions when there are many subjective factors that take place that computers can't judge.
R_3QM3diE9IcPGEiF,"3,4",2,8,"It does not take into account a human, emotive, social element to work performance.  The human element is important in such a job.",R_3PGfd9DC9R3uEEf,"1,3",6,7,I trust computers. They do better work then peoplw sometimes.,R_3HpiRF90Hru7JDp,"4,3",1.833333333,52,It was based on an algorithm and not on human decisions. His selection would feel generic.
R_XEPV8cIKA3FiNgd,"4,4",1,8,"chris' performance should be evaluated by a human being, not some algorithm that uses formulas and programmed routines.",R_3EmcP7ln94JNzUn,"2,4",6,4,It is an algorithm the center put into place so it must be trustworthy.,R_NVCxynjxxUNfsLD,"2,4",2.166666667,16,It probably depends on the result of the algorithm but he would probably not be happy with having a alg.... rate his performance.
R_31aBjAOOtYiIZyI,"1,4",2,8,"Some things require a human touch and intervention to understand. Christ could do everything wrong by the rules, and still have given a great customer service experience",R_1nMWDkacuZOsXxI,"4,3",6,7,I BELIEVE IN COMPUTERS,R_3QFZ3ooU63lQVqK,"3,4",2.333333333,100a,If I were in the given situation these are the feelings I would have toward being treated in the same manner.
R_3hyVyMN9YqMmwCA,"1,4",1,8,A computer can only do so much.  It's not the same as a human being more able to judge someone's performance.,R_1l9PoRa4e8pU9tM,"3,1",6,6,It is being influenced by the observing manager so it should be accurate.,R_8GS4aK6lF82EMkp,"2,4",3.166666667,52,I don't think he would like being evaluated that way.
R_3nG8U6w3hdwU1Ld,"1,3",2,8,Algorithms arent people. People work at their best capacity around people they have chemistry with. How can an alogrithm determine that?,R_2TtVkSbAdgpG1yj,"1,4",6,7,They are good at making decisions,R_29tdPtAIO02oYiQ,"1,4",3.666666667,16,i think how he reacts would depend on the evaluation he gets and also on the kind of person he is with regard to  technology
R_3qvNkh12svgE9GU,"1,3",2,8,"Not all things can be captured by the computer. In research, quantitative alone cannot explain things. In the same manner, algorithm should not be the sole determinant of one's application.",R_3M68ppskicvmPT2,"2,3",6,4,It's the managers job to make the best decisions for the company,R_1H2bzSFrYjyomKh,"1,3",3.666666667,16,I think it would depend on if he got selected or not
R_0UqjTiCy9qLLkY1,"1,4",3,8,I feel that the machine will not pick up nusiances correctly.,R_OqwuYl0eV6z95At,"3,1",6,6,"Joined by the watchful eye of the manager, I think there is a lot of trust put into the algorithm especially in the fact that it seems to be continuously updated in regards to the various factors at hand, which is important to properly analyze the factory's well-being. The algorithm is at the heart of the factory's well-being.",R_3MMRukKneOcW8DC,"1,4",3.666666667,16,"If the algorithm's evaluation indicates Chris has poor performance, he may become frustrated and angry at the results."
R_SIgl0SExZDt8AlX,"2,3",3,8,The manager is disconnected from the process by relying on a computer to analyze applicants. There's something very cold about that.,R_12JAoVpLCf3nZic,"2,3",6,6,"I assume he'll be following the recommendations of the algorithm which presumably is accurate, in conjunction with his own human decisons.",R_XIlWrdoTTwVVi8h,"1,3",4.166666667,16,"His feelings would really depend on whether he was selected or not, but I think he would be a bit frustrated that the algorithm was deciding the top applicants instead of an actual human."
R_2w5mePgcaPROIBZ,"3,4",3,8,"It is somewhat unfair because a computer cannot understand human emotions or be able to evaluate the service provided by Chris to customers, even if it can analyze content or tones. Also, the final decision should not rest on the algorithm.",R_3e3sQ76VQExBUWR,"1,4",7,5,it will be based on facts only,R_XIlWrdoTTwVVi8h,"1,3",4.166666667,52,"His feelings would really depend on whether he was selected or not, but I think he would be a bit frustrated that the algorithm was deciding the top applicants instead of an actual human."
R_1H7eF27RlSkFCGf,"4,4",2,8,It should be another person that evaluates him.,R_2Ehg1Tc9k4Lrpdg,"4,1",7,6,Computer processes all data input by Manager,R_3gNwBLvUpWCoJv6,"4,3",3.666666667,100a,"I don't think Chris would have any positive feelings about this process, but I don't think he'd feel strongly negative ones either."
R_2X6iQByjALSKmsr,"1,4",3,8,It's forcing a quantitative score on something that isn't an exact measurement,R_20VGDDAksgEvStY,"2,1",7,7,"If you program the computer right, it should be very accurate very often.",R_2rjTdg9YLm0lDUu,"2,4",3,100c,It goes back to the answer I submitted before. I'm trying to take Chris' position of how I would feel in the same situation.
R_3fOZqZg0frmP41Y,"1,4",3,8,Because computers aren't human and it isn't fair for them to judge human actions.,R_20TfZ3vo3J5mBpL,"2,1",7,6,"If the algorithm is accurate, then I expect the manager would follow the algorithm closely.",R_9B3WcNdk67TqQGl,"1,4",2,11,I think most people's experience with automated systems that involve complicated human interaction are not good.
R_cAp60UQgU25DO2R,"2,4",2,8,The algorithm almost certainly can't understand the context of Chris' conversations sufficiently to evaluate his performance.,R_2YFg7WbGFkwh4AK,"2,1",5,7,the manager is probably less reliable than the computer,R_OwZMUMsRVd9CAlH,"1,3",2.5,8,Nobody would want a sole computer to evaluate them.
R_3qeADSi71j32iWV,"3,2",3,8,I feel there should always be more human element to scheduling something that can have such a greatimpact on a persons life.,R_2YFg7WbGFkwh4AK,"2,1",5,10,the manager is probably less reliable than the computer,R_DlemQz5oktMdl05,"1,4",3,8,"If Chris effectively dealt with his customers, he might be disappointed that a human supervisor is not recognizing his effort. If Chris had a problem with one or more customers, he may be disappointed that no one is training him on how to deal with ""problem"" customers."
R_2zwsRjGLAU74dQe,"1,3",3,8,There are certain character traits that can only be determined by meeting a person face to face in my opinion.,R_yRdHNqOd2Syvbjz,"2,2",5,4,"The manager knows what he is doing, he mixes his knowledge with the algorithm to make the correct choice.",R_xsb3GAuRieCRTTH,"4,1",3,8,"If I were Chris I'd be frustrated on being assigned to such a task by an algorithm, I'd rather know what the manager actually thinks if I have to do the work"
R_rfGElZMgM9h1tRv,"3,3",3,8,I believe that it is unfair for an algorithm to decide the factors in which Chris gets a job. I believe a face to face conversation is always a good approach to use when hiring someone.,R_yRdHNqOd2Syvbjz,"2,2",5,6,"The manager knows what he is doing, he mixes his knowledge with the algorithm to make the correct choice.",R_31ZO8PWGd79OEL6,"4,3",3.333333333,8,I think an algorithm rather then a manager making such an important choice would be frustrating and annoying if I were in his place as well.
R_3nCb1mRy9MbrzBo,"1,4",3,8,I love math and I have trained call center personnel. Although we used math to measure performance I do not see how an algorithm can measure customer comments,R_2YmnvRjakh6IIug,"1,1",6,7,The algorithm was designed from the beginning to be effective.,R_3I9sNpg4yXX5b2g,"3,2",3.333333333,16,I think that if Chris was accustomed to a different shift that this might make him a little upset.
R_1Fktu8JtBA04mOe,"1,3",3,8,shouldn't use computers for hiring,R_25u0LMwfMMUezeX,"1,3",4,4,Computer programs are only as good as the person programming them.,R_4MyqL5PdmGNL4g9,"2,3",5.833333333,51,I feel he would feel somewhat good about it
R_2y3oYzP2BaXVHys,"1,2",3,8,"Because how could an algorithm determine the actions of people? To me decisions shouldn't be based on what an algorithm would say, but what the person says.",R_pSgH5ErheANGDXH,"1,3",6,7,I have trust that the algorithm will find a candidate that is qualified with the set parameters.,R_bJzQvbtuCLVFBAt,"4,4",2.333333333,52,Chris would feel cheated.
R_1MVYxY5ZsMwoc5x,"3,3",2,8,The algorithm could possibly screen out candidates with better qualifications. I think a human would make better decisions in this situation.,R_Tc0cepxwH8iXbtn,"3,2",5,7,I don't think the algorithm can take into consideration of other people's feelings and life schedules. So I only trust the algorithm moderately. The algorithm is based purely from a business standpoint. It just so happened to give Chris great hours.,R_2scMkIRi4q9Aj6B,"1,3",3,8,Chris would see his application is being screen by a code as opposed to the employer itself as a bit cold.
R_1MPXjLz8OZQUMKb,"1,3",3,8,An algorithim is never as good as a human,R_Tc0cepxwH8iXbtn,"3,2",5,9,I don't think the algorithm can take into consideration of other people's feelings and life schedules. So I only trust the algorithm moderately. The algorithm is based purely from a business standpoint. It just so happened to give Chris great hours.,R_ai2KXU3fTzmIvJf,"2,4",3,8,I think that Chris would feel frustrated and upset that an algorithm is judging him instead of a person.
R_2vYtA6caQQFGoUY,"1,3",2,8,I don't think algorithm is a substitute for human judgement,R_3LZUgjwa5GsoLiu,"1,2",5,7,I think if the algorithm were not producing acceptable schedules it would not be being used.,R_ai2KXU3fTzmIvJf,"2,4",3,9,I think that Chris would feel frustrated and upset that an algorithm is judging him instead of a person.
R_tSDsJzobYf845Ox,"1,2",2,8,"There could be special circumstances that interfere with work, that is impossible to explain to the algorithm",R_1QF6HB4ka35lJNv,"3,4",3,9,"The algorithm isn't perfect, as mentioned above. So, a lot depends on the manager. For instance, whether he is letting personal feelings influence his views.",R_2SGKXIxoZro9fVS,"1,4",3,9,I personally wouldn't like it. One cannot argue/debate/discuss with an algorithm.
R_XRje1YaIpteYoKJ,"1,4",3,8,computers can't account for a persons tone of voice,R_1QF6HB4ka35lJNv,"3,4",3,10,"The algorithm isn't perfect, as mentioned above. So, a lot depends on the manager. For instance, whether he is letting personal feelings influence his views.",R_1in68AnDfJFSaN3,"1,3",2.666666667,9,Chris might not like that a computer will decide whether he gets hired or not.
R_vJDxJbQlbvIWCCR,"1,4",2,8,I don't think an algorithm can accurately rate tone and speech. It needs a human.,R_3IYJyLDmqkuc1Yi,"1,2",4,7,It seems semi-fair; no prejudice is involved.,R_2bJmyhkuxvVNCIY,"1,4",3.166666667,9,Having your evaluation left to a machine can feel unnerving.
R_1H2zhTF0T6JB6bn,"3,4",3,8,In my opinion I do not think a computer can analyze performance based on just tones.,R_3HMoGftCBhSulUC,"1,1",4,7,Computer programs can always have glitches in them.,R_9mIP1OJGznE66RP,"1,3",3.333333333,9,I don't think many would be to happy having an algorithm decide how qualified they are for a job.
R_33g06WFnIyfIbuV,"1,2",2,8,Because a person's schedule should not be decided by something that is not human.,R_1oz4SNm7g9QEt5s,"2,1",5,7,Again I do tend to trust algorithms,R_2SvlaGOeFkG5Vyx,"4,4",3.333333333,9,He would probably very stressed about how the algorithm would rate him as it seems somewhat unpredictable.
R_2pWi5PnVur0CIlp,"3,4",3,8,"I am somewhat torn as I believe this system could measure quality to a certain extent, but I think it would fail to factor in every possible variable possible when dealing with human beings. While the manager monitors the algorithm, the algorithm makes the final decision about Chris's performance.",R_3oZLzuS1QNI4Dcd,"1,4",1,52,Because it is computer based,R_1Pd8mA8BwQ0lqgi,"2,3",3.5,9,To know that a computer is deciding whether he's qualified or not.
R_1E3ZqlHcLxFMoXe,"2,4",3,8,An algorithm should only be used as part of the evaluation because an algorithm can only do so much. The manager should evaluate Chris's performance also by what he or she has personally witnessed or by listening to a sampling of calls to see how Chris handles the customers.,R_3MbeiiZZmdQ8Hnt,"2,4",1,9,"An algorithm is going to have type I and type II errors, I would rather take evaluation of a seasoned human who has experience and training",R_2qDlU71A1Q9D8xW,"1,2",4,needs more info,It is not possible to know if Chris would be happy or any of these feelings without more information.
R_3nTAoZ3LS6OYTYN,"2,4",2,8,"Analyzing a worker should be done by a human, not an algorithm, there are lots of things that can't be measured by numbers.",R_2ymu85kXdoyR39v,"1,4",1,52,I do not this technology is here yet to do that successfully.,R_24hYKDQgTgwlt6K,"4,1",2.833333333,52,"I do not think he will be happy that a machine chose his assignment, i feel like he would be very frustrated and annoyed"
